name,sim,l1,l2
bert.encoder.layer.6.attention.self.key.weight,0.9988642,1.2374416589736938,0.05592132732272148
bert.encoder.layer.6.attention.self.key.bias,0.9999207,0.03688495606184006,0.0018656047759577632
bert.encoder.layer.6.attention.self.value.weight,0.99859047,1.073076605796814,0.048657506704330444
bert.encoder.layer.6.attention.self.value.bias,0.9998243,0.3973894417285919,0.01838456466794014
bert.encoder.layer.6.attention.output.dense.weight,0.998352,1.078561782836914,0.04875898361206055
bert.encoder.layer.6.attention.output.dense.bias,0.9999306,0.36373773217201233,0.01651938073337078
bert.encoder.layer.6.attention.output.LayerNorm.weight,0.999998,1.0483554601669312,0.04730376601219177
bert.encoder.layer.6.attention.output.LayerNorm.bias,0.9999927,0.33191609382629395,0.015211359597742558
bert.encoder.layer.6.intermediate.dense.weight,0.9987828,4.8745598793029785,0.11036950349807739
bert.encoder.layer.6.intermediate.dense.bias,0.99990827,3.917844533920288,0.08997012674808502
bert.encoder.layer.6.output.dense.weight,0.99894947,1.005200982093811,0.04540450498461723
bert.encoder.layer.6.output.dense.bias,0.99997324,0.3168124258518219,0.014327151700854301
bert.encoder.layer.6.output.LayerNorm.weight,0.999998,1.0206488370895386,0.045629724860191345
bert.encoder.layer.6.output.LayerNorm.bias,0.99997276,0.3219042420387268,0.014636675827205181
bert.encoder.layer.7.attention.self.query.weight,0.998872,1.2498233318328857,0.056543245911598206
bert.encoder.layer.7.attention.self.query.bias,0.9999285,1.064287781715393,0.048138055950403214
bert.encoder.layer.7.attention.self.key.weight,0.99885815,1.2567377090454102,0.05678882077336311
bert.encoder.layer.7.attention.self.key.bias,0.99995035,0.02913864143192768,0.0014924891293048859
bert.encoder.layer.7.attention.self.value.weight,0.9985456,1.063109040260315,0.04814726114273071
bert.encoder.layer.7.attention.self.value.bias,0.99985784,0.429382860660553,0.0194307379424572
bert.encoder.layer.7.attention.output.dense.weight,0.9983363,1.077773094177246,0.048684779554605484
bert.encoder.layer.7.attention.output.dense.bias,0.99995726,0.3527827262878418,0.016071299090981483
bert.encoder.layer.7.attention.output.LayerNorm.weight,0.9999979,1.033486008644104,0.0466553270816803
bert.encoder.layer.7.attention.output.LayerNorm.bias,0.9999935,0.32017946243286133,0.014612099155783653
bert.encoder.layer.7.intermediate.dense.weight,0.99870205,4.841037273406982,0.10961682349443436
bert.encoder.layer.7.intermediate.dense.bias,0.9999108,3.87135648727417,0.08865289390087128
bert.encoder.layer.7.output.dense.weight,0.9990299,0.9448164105415344,0.04268980398774147
bert.encoder.layer.7.output.dense.bias,0.9999797,0.31619054079055786,0.014375502243638039
bert.encoder.layer.7.output.LayerNorm.weight,0.9999983,0.9106239080429077,0.041516825556755066
bert.encoder.layer.7.output.LayerNorm.bias,0.99997485,0.3211727738380432,0.014410235919058323
bert.encoder.layer.8.attention.self.query.weight,0.9989719,1.2117999792099,0.05482405424118042
bert.encoder.layer.8.attention.self.query.bias,0.9999573,0.9959830045700073,0.04470217227935791
bert.encoder.layer.8.attention.self.key.weight,0.9989466,1.2246633768081665,0.05537581443786621
bert.encoder.layer.8.attention.self.key.bias,0.9999597,0.03345013037323952,0.0016560100484639406
bert.encoder.layer.8.attention.self.value.weight,0.9989013,0.9956647753715515,0.04510430619120598
bert.encoder.layer.8.attention.self.value.bias,0.99989253,0.3905879259109497,0.01795576699078083
bert.encoder.layer.8.attention.output.dense.weight,0.9987306,1.0075392723083496,0.045487821102142334
bert.encoder.layer.8.attention.output.dense.bias,0.9999624,0.3475683629512787,0.015379101037979126
bert.encoder.layer.8.attention.output.LayerNorm.weight,0.99999833,0.9373956918716431,0.04212535545229912
bert.encoder.layer.8.attention.output.LayerNorm.bias,0.99999225,0.3123247027397156,0.014247454702854156
bert.encoder.layer.8.intermediate.dense.weight,0.99875546,4.7373127937316895,0.10730671882629395
bert.encoder.layer.8.intermediate.dense.bias,0.9999051,3.670438766479492,0.08469752222299576
bert.encoder.layer.8.output.dense.weight,0.99921644,0.8530051708221436,0.038471877574920654
bert.encoder.layer.8.output.dense.bias,0.9999849,0.29150593280792236,0.013270034454762936
bert.encoder.layer.8.output.LayerNorm.weight,0.9999985,0.8981680274009705,0.04078349098563194
bert.encoder.layer.8.output.LayerNorm.bias,0.9999792,0.277599573135376,0.012747875414788723
bert.encoder.layer.9.attention.self.query.weight,0.99907273,1.2012968063354492,0.054385218769311905
bert.encoder.layer.9.attention.self.query.bias,0.9999581,1.0756386518478394,0.048738181591033936
bert.encoder.layer.9.attention.self.key.weight,0.99906063,1.2036889791488647,0.054461877793073654
bert.encoder.layer.9.attention.self.key.bias,0.99994504,0.033176179975271225,0.0019273684592917562
bert.encoder.layer.9.attention.self.value.weight,0.9988996,0.9758909344673157,0.044223278760910034
bert.encoder.layer.9.attention.self.value.bias,0.9998637,0.37794482707977295,0.01735464110970497
bert.encoder.layer.9.attention.output.dense.weight,0.9987137,0.9983150362968445,0.04507242515683174
bert.encoder.layer.9.attention.output.dense.bias,0.99994457,0.39596885442733765,0.01795829087495804
bert.encoder.layer.9.attention.output.LayerNorm.weight,0.9999982,0.9555588364601135,0.043227650225162506
bert.encoder.layer.9.attention.output.LayerNorm.bias,0.99999076,0.36769890785217285,0.016854178160429
bert.encoder.layer.9.intermediate.dense.weight,0.99882257,4.685552597045898,0.10618855804204941
bert.encoder.layer.9.intermediate.dense.bias,0.9999053,3.838996410369873,0.0878041461110115
bert.encoder.layer.9.output.dense.weight,0.99928796,0.8459448218345642,0.0382048562169075
bert.encoder.layer.9.output.dense.bias,0.9999772,0.3254213035106659,0.015147272497415543
bert.encoder.layer.9.output.LayerNorm.weight,0.9999982,0.9332705736160278,0.042249325662851334
bert.encoder.layer.9.output.LayerNorm.bias,0.99996686,0.31748369336128235,0.014765849336981773
bert.encoder.layer.10.attention.self.query.weight,0.9990794,1.1925512552261353,0.05397825315594673
bert.encoder.layer.10.attention.self.query.bias,0.9999722,1.0324934720993042,0.047642629593610764
bert.encoder.layer.10.attention.self.key.weight,0.9990592,1.2072590589523315,0.05455822870135307
bert.encoder.layer.10.attention.self.key.bias,0.99996364,0.029190681874752045,0.0015052128583192825
bert.encoder.layer.10.attention.self.value.weight,0.9989599,0.9679303169250488,0.043817710131406784
bert.encoder.layer.10.attention.self.value.bias,0.99974364,0.3921591341495514,0.01770610921084881
bert.encoder.layer.10.attention.output.dense.weight,0.9986612,1.0015531778335571,0.0452394038438797
bert.encoder.layer.10.attention.output.dense.bias,0.999907,0.4384327530860901,0.01993229240179062
bert.encoder.layer.10.attention.output.LayerNorm.weight,0.9999983,0.9820414185523987,0.045244473963975906
bert.encoder.layer.10.attention.output.LayerNorm.bias,0.9999859,0.4305732250213623,0.020244838669896126
bert.encoder.layer.10.intermediate.dense.weight,0.99874544,4.745493412017822,0.10755925625562668
bert.encoder.layer.10.intermediate.dense.bias,0.999889,4.026569366455078,0.09186673909425735
bert.encoder.layer.10.output.dense.weight,0.9991748,0.9061722755432129,0.04086029902100563
bert.encoder.layer.10.output.dense.bias,0.99998045,0.38145673274993896,0.01770050823688507
bert.encoder.layer.10.output.LayerNorm.weight,0.9999981,0.9715797901153564,0.04440440982580185
bert.encoder.layer.10.output.LayerNorm.bias,0.9999722,0.3504493534564972,0.016345160081982613
bert.encoder.layer.11.attention.self.query.weight,0.99904716,1.1936508417129517,0.0540015883743763
bert.encoder.layer.11.attention.self.query.bias,0.9999719,0.9967917203903198,0.045509371906518936
bert.encoder.layer.11.attention.self.key.weight,0.9990012,1.2069897651672363,0.05448319390416145
bert.encoder.layer.11.attention.self.key.bias,0.99997544,0.021282348781824112,0.0010259044356644154
bert.encoder.layer.11.attention.self.value.weight,0.9990603,0.994372546672821,0.044950488954782486
bert.encoder.layer.11.attention.self.value.bias,0.99932766,0.44561588764190674,0.020505093038082123
bert.encoder.layer.11.attention.output.dense.weight,0.9989519,1.0135531425476074,0.045799534767866135
bert.encoder.layer.11.attention.output.dense.bias,0.9997309,0.5260844230651855,0.0243455171585083
bert.encoder.layer.11.attention.output.LayerNorm.weight,0.9999984,0.9608923196792603,0.04362685978412628
bert.encoder.layer.11.attention.output.LayerNorm.bias,0.9999717,0.5268619656562805,0.024840950965881348
bert.encoder.layer.11.intermediate.dense.weight,0.9987402,4.784976005554199,0.10852798819541931
bert.encoder.layer.11.intermediate.dense.bias,0.99983644,4.11175537109375,0.09355759620666504
bert.encoder.layer.11.output.dense.weight,0.99890727,0.999077320098877,0.0446464903652668
bert.encoder.layer.11.output.dense.bias,0.99990344,0.4721105694770813,0.021981049329042435
bert.encoder.layer.11.output.LayerNorm.weight,0.99999666,1.008697271347046,0.04692685976624489
bert.encoder.layer.11.output.LayerNorm.bias,0.9999408,0.3550819754600525,0.016063325107097626
bert.pooler.dense.weight,0.99645936,1.1948059797286987,0.05361379683017731
bert.pooler.dense.bias,0.99968773,0.5244390964508057,0.023975668475031853
fc1.weight,1.0,0.0,0.0
fc1.bias,1.0,0.0,0.0
fc2.weight,0.7139348,0.8020638227462769,0.3181210160255432
fc2.bias,0.91412216,0.288700670003891,0.10615471750497818
fc.weight,1.0,0.0,0.0
fc.bias,1.0,0.0,0.0
